Timestamp Graph,Intervals (Row),Network hashrate (TH/s),Bitcoins per block (BTC)
02/01/2009,1,4.97E-08,50
05/01/2009,2,4.97E-08,50
08/01/2009,3,6.96E-07,50
11/01/2009,4,4.42E-06,50
14/01/2009,5,6.31E-06,50
17/01/2009,6,5.02E-06,50
20/01/2009,7,5.62E-06,50
23/01/2009,8,9.89E-06,50
26/01/2009,9,5.12E-06,50
29/01/2009,10,6.01E-06,50
01/02/2009,11,6.31E-06,50
04/02/2009,12,6.01E-06,50
07/02/2009,13,6.66E-06,50
10/02/2009,14,6.51E-06,50
13/02/2009,15,7.01E-06,50
16/02/2009,16,5.87E-06,50
19/02/2009,17,6.36E-06,50
22/02/2009,18,5.32E-06,50
25/02/2009,19,4.77E-06,50
28/02/2009,20,5.27E-06,50
03/03/2009,21,5.27E-06,50
06/03/2009,22,5.52E-06,50
09/03/2009,23,5.22E-06,50
12/03/2009,24,5.67E-06,50
15/03/2009,25,6.46E-06,50
18/03/2009,26,6.06E-06,50
21/03/2009,27,4.72E-06,50
24/03/2009,28,5.77E-06,50
27/03/2009,29,5.92E-06,50
31/03/2009,30,5.62E-06,50
03/04/2009,31,5.62E-06,50
06/04/2009,32,5.72E-06,50
09/04/2009,33,4.92E-06,50
12/04/2009,34,5.72E-06,50
15/04/2009,35,5.57E-06,50
18/04/2009,36,6.06E-06,50
21/04/2009,37,6.11E-06,50
24/04/2009,38,5.62E-06,50
27/04/2009,39,5.22E-06,50
30/04/2009,40,6.56E-06,50
03/05/2009,41,5.67E-06,50
06/05/2009,42,6.81E-06,50
09/05/2009,43,4.52E-06,50
12/05/2009,44,6.31E-06,50
15/05/2009,45,7.11E-06,50
18/05/2009,46,6.16E-06,50
21/05/2009,47,4.42E-06,50
24/05/2009,48,4.77E-06,50
27/05/2009,49,6.21E-06,50
30/05/2009,50,5.12E-06,50
02/06/2009,51,4.42E-06,50
05/06/2009,52,2.83E-06,50
08/06/2009,53,3.58E-06,50
11/06/2009,54,4.62E-06,50
14/06/2009,55,3.48E-06,50
17/06/2009,56,3.83E-06,50
20/06/2009,57,4.18E-06,50
23/06/2009,58,3.78E-06,50
26/06/2009,59,4.42E-06,50
29/06/2009,60,3.78E-06,50
02/07/2009,61,3.58E-06,50
05/07/2009,62,3.98E-06,50
08/07/2009,63,3.93E-06,50
11/07/2009,64,4.18E-06,50
14/07/2009,65,3.58E-06,50
17/07/2009,66,3.23E-06,50
20/07/2009,67,3.73E-06,50
23/07/2009,68,3.28E-06,50
26/07/2009,69,6.46E-07,50
29/07/2009,70,1.59E-06,50
01/08/2009,71,1.14E-06,50
04/08/2009,72,2.88E-06,50
07/08/2009,73,3.68E-06,50
10/08/2009,74,4.08E-06,50
13/08/2009,75,4.03E-06,50
16/08/2009,76,1.24E-06,50
19/08/2009,77,7.46E-07,50
22/08/2009,78,3.98E-07,50
25/08/2009,79,2.73E-06,50
28/08/2009,80,3.18E-06,50
31/08/2009,81,4.67E-06,50
03/09/2009,82,2.98E-06,50
06/09/2009,83,3.58E-06,50
09/09/2009,84,2.88E-06,50
12/09/2009,85,3.53E-06,50
15/09/2009,86,2.78E-06,50
18/09/2009,87,4.03E-06,50
21/09/2009,88,3.68E-06,50
24/09/2009,89,4.08E-06,50
27/09/2009,90,4.42E-06,50
30/09/2009,91,4.32E-06,50
03/10/2009,92,2.88E-06,50
06/10/2009,93,2.04E-06,50
09/10/2009,94,3.88E-06,50
12/10/2009,95,3.08E-06,50
15/10/2009,96,4.23E-06,50
18/10/2009,97,3.18E-06,50
21/10/2009,98,4.13E-06,50
24/10/2009,99,3.73E-06,50
26/10/2009,100,3.28E-06,50
29/10/2009,101,3.03E-06,50
01/11/2009,102,1.64E-06,50
04/11/2009,103,3.18E-06,50
07/11/2009,104,3.48E-06,50
10/11/2009,105,3.43E-06,50
13/11/2009,106,4.13E-06,50
16/11/2009,107,4.52E-06,50
19/11/2009,108,4.08E-06,50
22/11/2009,109,4.77E-06,50
25/11/2009,110,3.88E-06,50
28/11/2009,111,2.88E-06,50
01/12/2009,112,4.87E-06,50
04/12/2009,113,2.58E-06,50
07/12/2009,114,5.92E-06,50
10/12/2009,115,6.21E-06,50
13/12/2009,116,5.37E-06,50
16/12/2009,117,8.00E-06,50
19/12/2009,118,8.70E-06,50
22/12/2009,119,8.40E-06,50
25/12/2009,120,7.90E-06,50
28/12/2009,121,8.15E-06,50
31/12/2009,122,7.00E-06,50
03/01/2010,123,1.12E-05,50
06/01/2010,124,9.35E-06,50
09/01/2010,125,1.12E-05,50
12/01/2010,126,1.03E-05,50
15/01/2010,127,8.69E-06,50
18/01/2010,128,7.72E-06,50
21/01/2010,129,9.73E-06,50
24/01/2010,130,1.36E-05,50
27/01/2010,131,1.16E-05,50
30/01/2010,132,1.38E-05,50
02/02/2010,133,1.62E-05,50
05/02/2010,134,1.73E-05,50
08/02/2010,135,1.89E-05,50
11/02/2010,136,1.69E-05,50
14/02/2010,137,2.32E-05,50
17/02/2010,138,2.88E-05,50
20/02/2010,139,2.69E-05,50
23/02/2010,140,3.57E-05,50
26/02/2010,141,3.25E-05,50
01/03/2010,142,3.68E-05,50
04/03/2010,143,3.29E-05,50
07/03/2010,144,3.06E-05,50
10/03/2010,145,3.29E-05,50
13/03/2010,146,2.82E-05,50
16/03/2010,147,2.77E-05,50
19/03/2010,148,4.35E-05,50
22/03/2010,149,4.65E-05,50
25/03/2010,150,4.43E-05,50
29/03/2010,151,4.36E-05,50
01/04/2010,152,5.72E-05,50
04/04/2010,153,5.02E-05,50
07/04/2010,154,5.84E-05,50
10/04/2010,155,7.26E-05,50
13/04/2010,156,6.41E-05,50
16/04/2010,157,7.85E-05,50
19/04/2010,158,8.44E-05,50
22/04/2010,159,1.01E-04,50
25/04/2010,160,9.63E-05,50
28/04/2010,161,9.97E-05,50
01/05/2010,162,9.29E-05,50
04/05/2010,163,8.30E-05,50
07/05/2010,164,8.37E-05,50
10/05/2010,165,8.75E-05,50
13/05/2010,166,8.30E-05,50
16/05/2010,167,6.13E-05,50
19/05/2010,168,1.03E-04,50
22/05/2010,169,1.13E-04,50
25/05/2010,170,1.27E-04,50
28/05/2010,171,1.29E-04,50
31/05/2010,172,1.26E-04,50
03/06/2010,173,1.30E-04,50
06/06/2010,174,1.25E-04,50
09/06/2010,175,1.34E-04,50
12/06/2010,176,1.18E-04,50
15/06/2010,177,1.69E-04,50
18/06/2010,178,1.28E-04,50
21/06/2010,179,1.40E-04,50
24/06/2010,180,1.76E-04,50
27/06/2010,181,1.53E-04,50
30/06/2010,182,1.77E-04,50
03/07/2010,183,1.93E-04,50
06/07/2010,184,1.96E-04,50
09/07/2010,185,2.21E-04,50
12/07/2010,186,5.99E-04,50
15/07/2010,187,1.41E-03,50
18/07/2010,188,1.62E-03,50
21/07/2010,189,1.82E-03,50
24/07/2010,190,1.67E-03,50
27/07/2010,191,2.12E-03,50
30/07/2010,192,2.21E-03,50
02/08/2010,193,3.08E-03,50
05/08/2010,194,2.96E-03,50
08/08/2010,195,3.36E-03,50
11/08/2010,196,3.80E-03,50
14/08/2010,197,4.57E-03,50
17/08/2010,198,3.33E-03,50
20/08/2010,199,4.25E-03,50
23/08/2010,200,5.52E-03,50
26/08/2010,201,5.29E-03,50
29/08/2010,202,4.90E-03,50
01/09/2010,203,5.45E-03,50
04/09/2010,204,5.55E-03,50
07/09/2010,205,4.68E-03,50
10/09/2010,206,6.06E-03,50
13/09/2010,207,5.81E-03,50
16/09/2010,208,6.73E-03,50
19/09/2010,209,9.58E-03,50
22/09/2010,210,7.89E-03,50
25/09/2010,211,9.22E-03,50
28/09/2010,212,9.86E-03,50
01/10/2010,213,1.02E-02,50
04/10/2010,214,1.01E-02,50
07/10/2010,215,1.13E-02,50
10/10/2010,216,1.13E-02,50
13/10/2010,217,1.16E-02,50
16/10/2010,218,1.64E-02,50
19/10/2010,219,1.66E-02,50
22/10/2010,220,1.63E-02,50
25/10/2010,221,2.24E-02,50
28/10/2010,222,2.30E-02,50
31/10/2010,223,2.80E-02,50
02/11/2010,224,3.09E-02,50
05/11/2010,225,3.10E-02,50
08/11/2010,226,5.41E-02,50
11/11/2010,227,3.86E-02,50
14/11/2010,228,4.98E-02,50
17/11/2010,229,5.93E-02,50
20/11/2010,230,4.61E-02,50
23/11/2010,231,6.32E-02,50
26/11/2010,232,6.25E-02,50
29/11/2010,233,8.43E-02,50
02/12/2010,234,7.71E-02,50
05/12/2010,235,9.64E-02,50
08/12/2010,236,1.00E-01,50
11/12/2010,237,1.06E-01,50
14/12/2010,238,1.09E-01,50
17/12/2010,239,9.62E-02,50
20/12/2010,240,1.20E-01,50
23/12/2010,241,1.08E-01,50
26/12/2010,242,1.16E-01,50
29/12/2010,243,1.15E-01,50
01/01/2011,244,1.30E-01,50
04/01/2011,245,1.22E-01,50
07/01/2011,246,1.56E-01,50
10/01/2011,247,1.31E-01,50
13/01/2011,248,1.41E-01,50
16/01/2011,249,1.59E-01,50
19/01/2011,250,1.54E-01,50
22/01/2011,251,1.56E-01,50
25/01/2011,252,1.79E-01,50
28/01/2011,253,1.64E-01,50
31/01/2011,254,1.96E-01,50
03/02/2011,255,2.08E-01,50
06/02/2011,256,2.25E-01,50
09/02/2011,257,2.44E-01,50
12/02/2011,258,2.64E-01,50
15/02/2011,259,2.99E-01,50
18/02/2011,260,3.19E-01,50
21/02/2011,261,3.84E-01,50
24/02/2011,262,4.02E-01,50
27/02/2011,263,4.61E-01,50
02/03/2011,264,5.06E-01,50
05/03/2011,265,7.46E-01,50
08/03/2011,266,5.98E-01,50
11/03/2011,267,5.19E-01,50
14/03/2011,268,3.67E-01,50
17/03/2011,269,5.23E-01,50
20/03/2011,270,5.87E-01,50
23/03/2011,271,5.76E-01,50
26/03/2011,272,5.25E-01,50
30/03/2011,273,5.35E-01,50
02/04/2011,274,6.48E-01,50
05/04/2011,275,6.93E-01,50
08/04/2011,276,6.39E-01,50
11/04/2011,277,6.30E-01,50
14/04/2011,278,6.67E-01,50
17/04/2011,279,7.29E-01,50
20/04/2011,280,6.61E-01,50
23/04/2011,281,7.80E-01,50
26/04/2011,282,8.86E-01,50
29/04/2011,283,9.27E-01,50
02/05/2011,284,9.70E-01,50
05/05/2011,285,1.24E+00,50
08/05/2011,286,1.12E+00,50
11/05/2011,287,1.46E+00,50
14/05/2011,288,1.94E+00,50
17/05/2011,289,2.03E+00,50
20/05/2011,290,2.72E+00,50
23/05/2011,291,3.36E+00,50
26/05/2011,292,3.86E+00,50
29/05/2011,293,3.74E+00,50
01/06/2011,294,3.85E+00,50
04/06/2011,295,4.67E+00,50
07/06/2011,296,4.77E+00,50
10/06/2011,297,6.37E+00,50
13/06/2011,298,6.91E+00,50
16/06/2011,299,8.76E+00,50
19/06/2011,300,9.55E+00,50
22/06/2011,301,1.18E+01,50
25/06/2011,302,1.04E+01,50
28/06/2011,303,1.05E+01,50
01/07/2011,304,1.23E+01,50
04/07/2011,305,1.12E+01,50
07/07/2011,306,1.06E+01,50
10/07/2011,307,1.12E+01,50
13/07/2011,308,1.42E+01,50
16/07/2011,309,1.24E+01,50
19/07/2011,310,1.27E+01,50
22/07/2011,311,1.20E+01,50
25/07/2011,312,1.32E+01,50
28/07/2011,313,1.40E+01,50
31/07/2011,314,1.41E+01,50
03/08/2011,315,1.49E+01,50
06/08/2011,316,1.16E+01,50
09/08/2011,317,1.25E+01,50
12/08/2011,318,1.29E+01,50
15/08/2011,319,1.34E+01,50
18/08/2011,320,1.42E+01,50
21/08/2011,321,1.30E+01,50
24/08/2011,322,1.18E+01,50
27/08/2011,323,1.18E+01,50
30/08/2011,324,1.39E+01,50
02/09/2011,325,1.43E+01,50
05/09/2011,326,1.36E+01,50
08/09/2011,327,1.10E+01,50
11/09/2011,328,1.22E+01,50
14/09/2011,329,1.33E+01,50
17/09/2011,330,1.07E+01,50
20/09/2011,331,1.21E+01,50
23/09/2011,332,1.17E+01,50
26/09/2011,333,1.20E+01,50
29/09/2011,334,1.13E+01,50
02/10/2011,335,1.10E+01,50
05/10/2011,336,1.15E+01,50
08/10/2011,337,1.08E+01,50
11/10/2011,338,8.90E+00,50
14/10/2011,339,1.12E+01,50
17/10/2011,340,8.25E+00,50
20/10/2011,341,7.52E+00,50
23/10/2011,342,7.66E+00,50
26/10/2011,343,7.96E+00,50
29/10/2011,344,8.69E+00,50
31/10/2011,345,8.73E+00,50
03/11/2011,346,8.55E+00,50
06/11/2011,347,7.84E+00,50
09/11/2011,348,8.67E+00,50
12/11/2011,349,8.79E+00,50
15/11/2011,350,7.88E+00,50
18/11/2011,351,7.65E+00,50
21/11/2011,352,8.00E+00,50
24/11/2011,353,7.71E+00,50
27/11/2011,354,7.35E+00,50
30/11/2011,355,1.00E+01,50
03/12/2011,356,7.43E+00,50
06/12/2011,357,7.97E+00,50
09/12/2011,358,8.51E+00,50
12/12/2011,359,7.41E+00,50
15/12/2011,360,7.12E+00,50
18/12/2011,361,8.67E+00,50
21/12/2011,362,7.92E+00,50
24/12/2011,363,9.99E+00,50
27/12/2011,364,8.65E+00,50
30/12/2011,365,9.28E+00,50
02/01/2012,366,9.34E+00,50
05/01/2012,367,9.80E+00,50
08/01/2012,368,1.00E+01,50
11/01/2012,369,1.03E+01,50
14/01/2012,370,9.20E+00,50
17/01/2012,371,8.83E+00,50
20/01/2012,372,1.11E+01,50
23/01/2012,373,8.78E+00,50
26/01/2012,374,9.04E+00,50
29/01/2012,375,1.08E+01,25
01/02/2012,376,1.06E+01,25
04/02/2012,377,9.33E+00,25
07/02/2012,378,9.05E+00,25
10/02/2012,379,9.46E+00,25
13/02/2012,380,9.33E+00,25
16/02/2012,381,9.74E+00,25
19/02/2012,382,9.99E+00,25
22/02/2012,383,1.15E+01,25
25/02/2012,384,1.04E+01,25
28/02/2012,385,1.27E+01,25
02/03/2012,386,8.86E+00,25
05/03/2012,387,1.10E+01,25
08/03/2012,388,1.24E+01,25
11/03/2012,389,1.26E+01,25
14/03/2012,390,9.60E+00,25
17/03/2012,391,1.16E+01,25
20/03/2012,392,1.21E+01,25
23/03/2012,393,1.28E+01,25
27/03/2012,394,1.10E+01,25
30/03/2012,395,1.21E+01,25
02/04/2012,396,1.03E+01,25
05/04/2012,397,9.62E+00,25
08/04/2012,398,1.18E+01,25
11/04/2012,399,1.16E+01,25
14/04/2012,400,1.04E+01,25
17/04/2012,401,1.11E+01,25
20/04/2012,402,1.22E+01,25
23/04/2012,403,1.16E+01,25
26/04/2012,404,1.21E+01,25
29/04/2012,405,1.24E+01,25
02/05/2012,406,1.15E+01,25
05/05/2012,407,1.17E+01,25
08/05/2012,408,1.39E+01,25
11/05/2012,409,1.06E+01,25
14/05/2012,410,1.23E+01,25
17/05/2012,411,1.02E+01,25
20/05/2012,412,1.22E+01,25
23/05/2012,413,1.04E+01,25
26/05/2012,414,1.07E+01,25
29/05/2012,415,1.08E+01,25
01/06/2012,416,1.19E+01,25
04/06/2012,417,1.19E+01,25
07/06/2012,418,9.97E+00,25
10/06/2012,419,1.34E+01,25
13/06/2012,420,1.27E+01,25
16/06/2012,421,1.26E+01,25
19/06/2012,422,1.43E+01,25
22/06/2012,423,1.21E+01,25
25/06/2012,424,1.31E+01,25
28/06/2012,425,1.16E+01,25
01/07/2012,426,1.18E+01,25
04/07/2012,427,1.38E+01,25
07/07/2012,428,1.48E+01,25
10/07/2012,429,1.31E+01,25
13/07/2012,430,1.40E+01,25
16/07/2012,431,1.29E+01,25
19/07/2012,432,1.33E+01,25
22/07/2012,433,1.29E+01,25
25/07/2012,434,1.43E+01,25
28/07/2012,435,1.58E+01,25
31/07/2012,436,1.35E+01,25
03/08/2012,437,1.75E+01,25
06/08/2012,438,1.43E+01,25
09/08/2012,439,1.61E+01,25
12/08/2012,440,1.84E+01,25
15/08/2012,441,1.86E+01,25
18/08/2012,442,1.61E+01,25
21/08/2012,443,1.97E+01,25
24/08/2012,444,1.70E+01,25
27/08/2012,445,1.81E+01,25
30/08/2012,446,1.92E+01,25
02/09/2012,447,1.86E+01,25
05/09/2012,448,2.18E+01,25
08/09/2012,449,1.87E+01,25
11/09/2012,450,2.12E+01,25
14/09/2012,451,2.17E+01,25
17/09/2012,452,2.36E+01,25
20/09/2012,453,2.09E+01,25
23/09/2012,454,2.12E+01,25
26/09/2012,455,2.04E+01,25
29/09/2012,456,2.39E+01,25
02/10/2012,457,1.94E+01,25
05/10/2012,458,2.07E+01,25
08/10/2012,459,2.52E+01,25
11/10/2012,460,2.10E+01,25
14/10/2012,461,2.10E+01,25
17/10/2012,462,2.15E+01,25
20/10/2012,463,2.11E+01,25
23/10/2012,464,2.09E+01,25
26/10/2012,465,2.46E+01,25
28/10/2012,466,2.41E+01,25
31/10/2012,467,2.22E+01,25
03/11/2012,468,2.63E+01,25
06/11/2012,469,2.58E+01,25
09/11/2012,470,2.63E+01,25
12/11/2012,471,2.28E+01,25
15/11/2012,472,2.36E+01,25
18/11/2012,473,2.06E+01,25
21/11/2012,474,2.46E+01,25
24/11/2012,475,2.36E+01,25
27/11/2012,476,2.89E+01,25
30/11/2012,477,2.74E+01,25
03/12/2012,478,1.90E+01,25
06/12/2012,479,2.12E+01,25
09/12/2012,480,2.43E+01,25
12/12/2012,481,2.28E+01,25
15/12/2012,482,1.93E+01,25
18/12/2012,483,2.40E+01,25
21/12/2012,484,2.41E+01,25
24/12/2012,485,2.06E+01,25
27/12/2012,486,2.61E+01,25
30/12/2012,487,2.49E+01,25
02/01/2013,488,2.37E+01,25
05/01/2013,489,2.10E+01,25
08/01/2013,490,2.16E+01,25
11/01/2013,491,1.92E+01,25
14/01/2013,492,2.05E+01,25
17/01/2013,493,2.02E+01,25
20/01/2013,494,2.36E+01,25
23/01/2013,495,2.39E+01,25
26/01/2013,496,2.24E+01,25
29/01/2013,497,2.14E+01,25
01/02/2013,498,2.38E+01,25
04/02/2013,499,2.80E+01,25
07/02/2013,500,2.47E+01,25
10/02/2013,501,2.59E+01,25
13/02/2013,502,2.67E+01,25
16/02/2013,503,3.03E+01,25
19/02/2013,504,3.14E+01,25
22/02/2013,505,2.94E+01,25
25/02/2013,506,2.81E+01,25
28/02/2013,507,3.43E+01,25
03/03/2013,508,3.80E+01,25
06/03/2013,509,3.30E+01,25
09/03/2013,510,4.02E+01,25
12/03/2013,511,3.34E+01,25
15/03/2013,512,4.24E+01,25
18/03/2013,513,4.75E+01,25
21/03/2013,514,5.42E+01,25
24/03/2013,515,4.53E+01,25
27/03/2013,516,5.96E+01,25
30/03/2013,517,5.23E+01,25
03/04/2013,518,5.92E+01,25
06/04/2013,519,6.41E+01,25
09/04/2013,520,6.41E+01,25
12/04/2013,521,6.60E+01,25
15/04/2013,522,6.10E+01,25
18/04/2013,523,7.27E+01,25
21/04/2013,524,7.76E+01,25
24/04/2013,525,7.81E+01,25
27/04/2013,526,7.09E+01,25
30/04/2013,527,7.46E+01,25
03/05/2013,528,7.36E+01,25
06/05/2013,529,8.16E+01,25
09/05/2013,530,8.31E+01,25
12/05/2013,531,8.92E+01,25
15/05/2013,532,8.17E+01,25
18/05/2013,533,8.17E+01,25
21/05/2013,534,8.29E+01,25
24/05/2013,535,9.01E+01,25
27/05/2013,536,1.04E+02,25
30/05/2013,537,1.02E+02,25
02/06/2013,538,1.23E+02,25
05/06/2013,539,1.57E+02,25
08/06/2013,540,1.30E+02,25
11/06/2013,541,1.37E+02,25
14/06/2013,542,1.33E+02,25
17/06/2013,543,1.48E+02,25
20/06/2013,544,1.40E+02,25
23/06/2013,545,1.69E+02,25
26/06/2013,546,1.82E+02,25
29/06/2013,547,1.71E+02,25
02/07/2013,548,1.67E+02,25
05/07/2013,549,1.88E+02,25
08/07/2013,550,1.97E+02,25
11/07/2013,551,2.50E+02,25
14/07/2013,552,2.12E+02,25
17/07/2013,553,2.20E+02,25
20/07/2013,554,2.43E+02,25
23/07/2013,555,2.25E+02,25
26/07/2013,556,2.77E+02,25
29/07/2013,557,2.58E+02,25
01/08/2013,558,2.87E+02,25
04/08/2013,559,3.18E+02,25
07/08/2013,560,3.27E+02,25
10/08/2013,561,3.70E+02,25
13/08/2013,562,4.85E+02,25
16/08/2013,563,4.34E+02,25
19/08/2013,564,4.50E+02,25
22/08/2013,565,5.25E+02,25
25/08/2013,566,4.67E+02,25
28/08/2013,567,5.46E+02,25
31/08/2013,568,7.03E+02,25
03/09/2013,569,6.05E+02,25
06/09/2013,570,8.21E+02,25
09/09/2013,571,8.34E+02,25
12/09/2013,572,8.99E+02,25
15/09/2013,573,1.02E+03,25
18/09/2013,574,8.45E+02,25
21/09/2013,575,1.05E+03,25
24/09/2013,576,1.13E+03,25
27/09/2013,577,1.30E+03,25
30/09/2013,578,1.21E+03,25
03/10/2013,579,1.54E+03,25
06/10/2013,580,1.90E+03,25
09/10/2013,581,1.72E+03,25
12/10/2013,582,1.85E+03,25
15/10/2013,583,2.33E+03,25
18/10/2013,584,2.30E+03,25
21/10/2013,585,2.68E+03,25
24/10/2013,586,2.78E+03,25
27/10/2013,587,3.44E+03,25
29/10/2013,588,3.81E+03,25
01/11/2013,589,4.22E+03,25
04/11/2013,590,3.30E+03,25
07/11/2013,591,3.38E+03,25
10/11/2013,592,4.95E+03,25
13/11/2013,593,4.29E+03,25
16/11/2013,594,5.85E+03,25
19/11/2013,595,4.94E+03,25
22/11/2013,596,4.91E+03,25
25/11/2013,597,4.97E+03,25
28/11/2013,598,6.51E+03,25
01/12/2013,599,5.73E+03,25
04/12/2013,600,6.01E+03,25
07/12/2013,601,6.29E+03,25
10/12/2013,602,7.13E+03,25
13/12/2013,603,9.03E+03,25
16/12/2013,604,8.90E+03,25
19/12/2013,605,9.12E+03,25
22/12/2013,606,9.33E+03,25
25/12/2013,607,1.05E+04,25
28/12/2013,608,8.81E+03,25
31/12/2013,609,1.17E+04,25
03/01/2014,610,1.04E+04,25
06/01/2014,611,1.32E+04,25
09/01/2014,612,1.42E+04,25
12/01/2014,613,1.81E+04,25
15/01/2014,614,1.78E+04,25
18/01/2014,615,1.64E+04,25
21/01/2014,616,1.69E+04,25
24/01/2014,617,1.69E+04,25
27/01/2014,618,1.81E+04,25
30/01/2014,619,2.01E+04,25
02/02/2014,620,2.12E+04,25
05/02/2014,621,2.18E+04,25
08/02/2014,622,1.97E+04,25
11/02/2014,623,2.18E+04,25
14/02/2014,624,2.35E+04,25
17/02/2014,625,2.60E+04,25
20/02/2014,626,2.61E+04,25
23/02/2014,627,2.83E+04,25
26/02/2014,628,2.83E+04,25
01/03/2014,629,2.83E+04,25
04/03/2014,630,3.05E+04,25
07/03/2014,631,3.32E+04,25
10/03/2014,632,3.19E+04,25
13/03/2014,633,2.94E+04,25
16/03/2014,634,3.76E+04,25
19/03/2014,635,3.53E+04,25
22/03/2014,636,4.33E+04,25
25/03/2014,637,3.93E+04,25
28/03/2014,638,4.26E+04,25
01/04/2014,639,4.46E+04,25
04/04/2014,640,5.00E+04,25
07/04/2014,641,4.44E+04,25
10/04/2014,642,5.32E+04,25
13/04/2014,643,6.05E+04,25
16/04/2014,644,4.53E+04,25
19/04/2014,645,5.65E+04,25
22/04/2014,646,5.34E+04,25
25/04/2014,647,5.69E+04,25
28/04/2014,648,5.76E+04,25
01/05/2014,649,6.68E+04,25
04/05/2014,650,6.05E+04,25
07/05/2014,651,6.48E+04,25
10/05/2014,652,7.04E+04,25
13/05/2014,653,7.48E+04,25
16/05/2014,654,8.01E+04,25
19/05/2014,655,7.79E+04,25
22/05/2014,656,7.35E+04,25
25/05/2014,657,7.85E+04,25
28/05/2014,658,9.20E+04,25
31/05/2014,659,7.90E+04,25
03/06/2014,660,9.77E+04,25
06/06/2014,661,8.65E+04,25
09/06/2014,662,7.95E+04,25
12/06/2014,663,9.06E+04,25
15/06/2014,664,1.09E+05,25
18/06/2014,665,1.14E+05,25
21/06/2014,666,1.26E+05,25
24/06/2014,667,1.33E+05,25
27/06/2014,668,1.25E+05,25
30/06/2014,669,1.05E+05,25
03/07/2014,670,1.11E+05,25
06/07/2014,671,1.25E+05,25
09/07/2014,672,1.33E+05,25
12/07/2014,673,1.38E+05,25
15/07/2014,674,1.19E+05,25
18/07/2014,675,1.37E+05,25
21/07/2014,676,1.28E+05,25
24/07/2014,677,1.28E+05,25
27/07/2014,678,1.50E+05,25
30/07/2014,679,1.63E+05,25
02/08/2014,680,1.57E+05,25
05/08/2014,681,1.23E+05,25
08/08/2014,682,1.58E+05,25
11/08/2014,683,1.78E+05,25
14/08/2014,684,1.67E+05,25
17/08/2014,685,1.62E+05,25
20/08/2014,686,1.87E+05,25
23/08/2014,687,1.86E+05,25
26/08/2014,688,1.97E+05,25
29/08/2014,689,1.97E+05,25
01/09/2014,690,2.05E+05,25
04/09/2014,691,2.28E+05,25
07/09/2014,692,2.24E+05,25
10/09/2014,693,2.13E+05,25
13/09/2014,694,2.41E+05,25
16/09/2014,695,2.51E+05,25
19/09/2014,696,2.40E+05,25
22/09/2014,697,2.33E+05,25
25/09/2014,698,2.42E+05,25
28/09/2014,699,2.40E+05,25
01/10/2014,700,2.50E+05,25
04/10/2014,701,2.46E+05,25
07/10/2014,702,2.60E+05,25
10/10/2014,703,2.77E+05,25
13/10/2014,704,2.66E+05,25
16/10/2014,705,2.61E+05,25
19/10/2014,706,2.33E+05,25
22/10/2014,707,2.98E+05,25
25/10/2014,708,2.72E+05,25
27/10/2014,709,2.68E+05,25
30/10/2014,710,3.36E+05,25
02/11/2014,711,2.77E+05,25
05/11/2014,712,2.85E+05,25
08/11/2014,713,2.74E+05,25
11/11/2014,714,2.66E+05,25
14/11/2014,715,2.95E+05,25
17/11/2014,716,2.95E+05,25
20/11/2014,717,2.48E+05,25
23/11/2014,718,3.11E+05,25
26/11/2014,719,2.62E+05,25
29/11/2014,720,3.13E+05,25
02/12/2014,721,2.42E+05,25
05/12/2014,722,2.88E+05,25
08/12/2014,723,2.76E+05,25
11/12/2014,724,2.82E+05,25
14/12/2014,725,3.04E+05,25
17/12/2014,726,2.73E+05,25
20/12/2014,727,2.84E+05,25
23/12/2014,728,2.96E+05,25
26/12/2014,729,3.14E+05,25
29/12/2014,730,2.86E+05,25
01/01/2015,731,3.23E+05,25
04/01/2015,732,3.39E+05,25
07/01/2015,733,2.73E+05,25
10/01/2015,734,2.97E+05,25
13/01/2015,735,3.30E+05,25
16/01/2015,736,2.99E+05,25
19/01/2015,737,2.62E+05,25
22/01/2015,738,2.71E+05,25
25/01/2015,739,2.78E+05,25
28/01/2015,740,3.49E+05,25
31/01/2015,741,3.49E+05,25
03/02/2015,742,3.30E+05,25
06/02/2015,743,3.53E+05,25
09/02/2015,744,3.31E+05,25
12/02/2015,745,3.09E+05,25
15/02/2015,746,3.49E+05,25
18/02/2015,747,3.62E+05,25
21/02/2015,748,3.34E+05,25
24/02/2015,749,3.62E+05,25
27/02/2015,750,3.13E+05,25
02/03/2015,751,3.57E+05,25
05/03/2015,752,3.67E+05,25
08/03/2015,753,3.11E+05,25
11/03/2015,754,3.14E+05,25
14/03/2015,755,3.47E+05,25
17/03/2015,756,3.32E+05,25
20/03/2015,757,3.37E+05,25
23/03/2015,758,3.88E+05,25
26/03/2015,759,3.99E+05,25
30/03/2015,760,3.30E+05,25
02/04/2015,761,3.41E+05,25
05/04/2015,762,3.71E+05,25
08/04/2015,763,2.93E+05,25
11/04/2015,764,3.37E+05,25
14/04/2015,765,3.88E+05,25
17/04/2015,766,3.29E+05,25
20/04/2015,767,4.08E+05,25
