date,max_efficiency
2013-08-03,1250000000.0
2013-08-04,1250000000.0
2013-08-05,1250000000.0
2013-08-06,1250000000.0
2013-08-07,1250000000.0
2013-08-08,1250000000.0
2013-08-09,1250000000.0
2013-08-10,1250000000.0
2013-08-11,1250000000.0
2013-08-12,1250000000.0
2013-08-13,1250000000.0
2013-08-14,1250000000.0
2013-08-15,1250000000.0
2013-08-16,1250000000.0
2013-08-17,1250000000.0
2013-08-18,1250000000.0
2013-08-19,1250000000.0
2013-08-20,1250000000.0
2013-08-21,1250000000.0
2013-08-22,1250000000.0
2013-08-23,1250000000.0
2013-08-24,1250000000.0
2013-08-25,1250000000.0
2013-08-26,1250000000.0
2013-08-27,1250000000.0
2013-08-28,1250000000.0
2013-08-29,1250000000.0
2013-08-30,1250000000.0
2013-08-31,1250000000.0
2013-09-01,1250000000.0
2013-09-02,1250000000.0
2013-09-03,1250000000.0
2013-09-04,1250000000.0
2013-09-05,1250000000.0
2013-09-06,1250000000.0
2013-09-07,1250000000.0
2013-09-08,1250000000.0
2013-09-09,1250000000.0
2013-09-10,1250000000.0
2013-09-11,1250000000.0
2013-09-12,1250000000.0
2013-09-13,1250000000.0
2013-09-14,1250000000.0
2013-09-15,1250000000.0
2013-09-16,1250000000.0
2013-09-17,1250000000.0
2013-09-18,1250000000.0
2013-09-19,1250000000.0
2013-09-20,1250000000.0
2013-09-21,1250000000.0
2013-09-22,1250000000.0
2013-09-23,1250000000.0
2013-09-24,1250000000.0
2013-09-25,1250000000.0
2013-09-26,1250000000.0
2013-09-27,1250000000.0
2013-09-28,1250000000.0
2013-09-29,1250000000.0
2013-09-30,1250000000.0
2013-10-01,1250000000.0
2013-10-02,1250000000.0
2013-10-03,1250000000.0
2013-10-04,1250000000.0
2013-10-05,1250000000.0
2013-10-06,1250000000.0
2013-10-07,1250000000.0
2013-10-08,1250000000.0
2013-10-09,1250000000.0
2013-10-10,1250000000.0
2013-10-11,1250000000.0
2013-10-12,1250000000.0
2013-10-13,1250000000.0
2013-10-14,1250000000.0
2013-10-15,1250000000.0
2013-10-16,1250000000.0
2013-10-17,1250000000.0
2013-10-18,1250000000.0
2013-10-19,1250000000.0
2013-10-20,1250000000.0
2013-10-21,1250000000.0
2013-10-22,1250000000.0
2013-10-23,1250000000.0
2013-10-24,1250000000.0
2013-10-25,1250000000.0
2013-10-26,1250000000.0
2013-10-27,1250000000.0
